Name,Address,State,PIN,Tel,Email
,"B-3, R NO. 3, GHARKUL SECTOR NO.15, KHARGHAR, NAVI MUMBAI             NAVI MUMBAI",Maharashtra,410210,"Tel :
															CIJHHJLK",basicshelfexporthouse@gmail.com
BASICSHELF EXPORT HOUSE,"B-3, R NO. 3, GHARKUL SECTOR NO.15, KHARGHAR, NAVI MUMBAI             NAVI MUMBAI",Maharashtra,410210,"Tel :
															CIJHHJLK",basicshelfexporthouse@gmail.com
,"First Floor, Shop No 3, GOLDEN ICON, Near THE RISE 1,  12 Meter Vasna Bhayali Canal Road, Moje Hayali Vadodara",Gujarat,391410,"Tel :
															ICGEEMGKLM",admin@basilblooms.com
BASILBLOOMS INTERNATIONAL PRIVATE LIMITED,"First Floor, Shop No 3, GOLDEN ICON, Near THE RISE 1,  12 Meter Vasna Bhayali Canal Road, Moje Hayali Vadodara",Gujarat,391410,"Tel :
															ICGEEMGKLM",admin@basilblooms.com
,"9/2A,JAGANNATHDUTTALANE, KOLKATA",West Bengal,700009,"Tel :
															CEHHLGKO",basuchilled@gmail.com
"BASU INTERNATIONAL.,","9/2A,JAGANNATHDUTTALANE, KOLKATA",West Bengal,700009,"Tel :
															CEHHLGKO",basuchilled@gmail.com
,"99/1A,KABISUKANTASARANI, KOLKATA",West Bengal,700085,"Tel :
															JHJHKLLPPK",basundharaexport@gmail.com
BASUNDHARA EXPORTS,"99/1A,KABISUKANTASARANI, KOLKATA",West Bengal,700085,"Tel :
															JHJHKLLPPK",basundharaexport@gmail.com
,"H.O.PL.NO.12,INDUSTRIALESTATEPALUS SANGLI",Maharashtra,416310,"Tel :
															CDIEEJ",prasad_patil83@yahoo.com
BASUPRA EXIM INTERNATIONAL,"H.O.PL.NO.12,INDUSTRIALESTATEPALUS SANGLI",Maharashtra,416310,"Tel :
															CDIEEJ",prasad_patil83@yahoo.com
,"NO.183-A, KALAINGAR SALAI, ALANGUDI POST, PUDUKKOTTAI",Tamil Nadu,622301,"Tel :
															CGDHJO",bathraexims@gmail.com
BATHRA INTERNATIONAL EXIMS,"NO.183-A, KALAINGAR SALAI, ALANGUDI POST, PUDUKKOTTAI",Tamil Nadu,622301,"Tel :
															CGDHJO",bathraexims@gmail.com
,"H.NO-61,2NDFLOOR,BLOCK-F,PKT-3,SECTOR-11,ROHINI, DELHI",Delhi,110085,"Tel :
															JIDKKNGHIO",batra.rk1@gmail.com
BATRAS INTERNATIONAL,"H.NO-61,2NDFLOOR,BLOCK-F,PKT-3,SECTOR-11,ROHINI, DELHI",Delhi,110085,"Tel :
															JIDKKNGHIO",batra.rk1@gmail.com
,"273,GULABBLDG.,1STFLOOR,ROOMNO,12,E.R.ROAD,NEARPYDHONIE, MUMBAI,",Maharashtra,400003,"Tel :
															CEGGJJPH",bavaexports@hotmail.com
BAVA  IMPORTS  &  EXPORTS,"273,GULABBLDG.,1STFLOOR,ROOMNO,12,E.R.ROAD,NEARPYDHONIE, MUMBAI,",Maharashtra,400003,"Tel :
															CEGGJJPH",bavaexports@hotmail.com
,"C/503,INDRAPRASTH7OPP.BODAKDEVFIRESTATION,BODAKDEV AHMEDABAD",Gujarat,380054,"Tel :
															CHKHEHHP",nitin@bavaexports.com
BAVA EXPORTS,"C/503,INDRAPRASTH7OPP.BODAKDEVFIRESTATION,BODAKDEV AHMEDABAD",Gujarat,380054,"Tel :
															CHKHEHHP",nitin@bavaexports.com
,"FLATNO.4,3RDFLOOR,4-12-30/15,AMBAENCLAVE,LALITHANAGAR, VISAKHAPATNAM",Andhra Pradesh,530016,"Tel :
															HBLILFIILQ",baviexports.vizag@gmail.com
BAVI EXPORTS,"FLATNO.4,3RDFLOOR,4-12-30/15,AMBAENCLAVE,LALITHANAGAR, VISAKHAPATNAM",Andhra Pradesh,530016,"Tel :
															HBLILFIILQ",baviexports.vizag@gmail.com
,"NO.2/723,EBCOLONY,WARD-2,CHETTINAICKENPATTIPANCHAYAT, DINDIGUL",Tamil Nadu,624004,"Tel :
															CFIEGHM",director@bazilcorp.com
BAZIL SPICES AND HOLDINGS PRIVATE LIMITED,"NO.2/723,EBCOLONY,WARD-2,CHETTINAICKENPATTIPANCHAYAT, DINDIGUL",Tamil Nadu,624004,"Tel :
															CFIEGHM",director@bazilcorp.com
,"330,3-DMAIN,OMBRLAYOUTBANASAWADI BANGALORE",Karnataka,560043,"Tel :
															JJKJMJLOOO",bbrexports.bangalore@gmail.com
BBR EXPORTS,"330,3-DMAIN,OMBRLAYOUTBANASAWADI BANGALORE",Karnataka,560043,"Tel :
															JJKJMJLOOO",bbrexports.bangalore@gmail.com
,"NO.1,1STCROSS,8THMAIN,VASANTHNAGARWEST BANGALORE",Karnataka,560052,"Tel :
															ECGKHHNL",dilipmoharana@gmail.com
BC FARMS,"NO.1,1STCROSS,8THMAIN,VASANTHNAGARWEST BANGALORE",Karnataka,560052,"Tel :
															ECGKHHNL",dilipmoharana@gmail.com
,"2, CLIVE GHAT STREET, 3rd FLOOR, UNIT No. 5, KOLKATA",West Bengal,700001,"Tel :
															CDFDJGLI",bdbcotton@gmail.com
BDB EXIM PRIVATE LIMITED,"2, CLIVE GHAT STREET, 3rd FLOOR, UNIT No. 5, KOLKATA",West Bengal,700001,"Tel :
															CDFDJGLI",bdbcotton@gmail.com
,"2, CLIVE GHAT STREET, SAGAR ESTATE, 3RD FLOOR, UNIT No. 5, KOLKATA",West Bengal,700001,"Tel :
															CDFDJGLI",bdbcotton@gmail.com
BDB EXPORTS PRIVATE LIMITED,"2, CLIVE GHAT STREET, SAGAR ESTATE, 3RD FLOOR, UNIT No. 5, KOLKATA",West Bengal,700001,"Tel :
															CDFDJGLI",bdbcotton@gmail.com
,"164/198,R.K.MUTTROAD,MYLAPORE-MANDAIVELI, CHENNAI",Tamil Nadu,600028,"Tel :
															CIIHFHPP",prabhu23@hotmail.com
BEANS TALK INTERNATIONAL,"164/198,R.K.MUTTROAD,MYLAPORE-MANDAIVELI, CHENNAI",Tamil Nadu,600028,"Tel :
															CIIHFHPP",prabhu23@hotmail.com
,"701, SOVEREIGN HIRANANDANI GARDENS  POWAI, MUMBAI, MUMBAI",Maharashtra,400076,"Tel :
															CGJDJIPQ",bearth09@gmail.com
BEARTH,"701, SOVEREIGN HIRANANDANI GARDENS  POWAI, MUMBAI, MUMBAI",Maharashtra,400076,"Tel :
															CGJDJIPQ",bearth09@gmail.com
,"57,KRISHNAESTATEPLOTNO.3606,PHASE-IV,G.I.D.C.VATVA, AHMEDABAD",Gujarat,382445,"Tel :
															CGGJGNIL",hiren1966@gmail.com
BEATHEAT DRINKS PVT. LTD.,"57,KRISHNAESTATEPLOTNO.3606,PHASE-IV,G.I.D.C.VATVA, AHMEDABAD",Gujarat,382445,"Tel :
															CGGJGNIL",hiren1966@gmail.com
,"3/95,NORTHOTTAMPARAI,THULUKKANUR,PUDUPET,ATTUR SALEM",Tamil Nadu,636141,"Tel :
															JFKMFOKOJM",beautysunexportsimports@gmail.com
BEAUTY SUN EXPORTS AND IMPORTS,"3/95,NORTHOTTAMPARAI,THULUKKANUR,PUDUPET,ATTUR SALEM",Tamil Nadu,636141,"Tel :
															JFKMFOKOJM",beautysunexportsimports@gmail.com
,"18, Mishra Bhawan, Near LV Public School, Patnagarh",Orissa,767025,"Tel :
															JCLLJIPKLJ",bedamatienterprise@gmail.com
BEDAMATI ENTERPRISE,"18, Mishra Bhawan, Near LV Public School, Patnagarh",Orissa,767025,"Tel :
															JCLLJIPKLJ",bedamatienterprise@gmail.com
,"78-NEWSABZIMANDI,MAQSUDAN, JALANDHAR",Punjab,141002,"Tel :
															CHJFHMI",bpfruits@bpfruits.com
BEE PEE &  SONS,"78-NEWSABZIMANDI,MAQSUDAN, JALANDHAR",Punjab,141002,"Tel :
															CHJFHMI",bpfruits@bpfruits.com
,"A264,NEWSUBZIMANDIAZADPUR DELHI",Delhi,110033,"Tel :
															CIILGHII",begrajsingh_co@rediffmail.com
"BEGRAJ  SINGH & CO.,","A264,NEWSUBZIMANDIAZADPUR DELHI",Delhi,110033,"Tel :
															CIILGHII",begrajsingh_co@rediffmail.com
,"SHOP NUMBER 31, SABJI MANDI, VALLAH   AMRITSAR",Punjab,143001,"Tel :
															CICFMLG",behalinternational@gmail.com
BEHAL IMPEX,"SHOP NUMBER 31, SABJI MANDI, VALLAH   AMRITSAR",Punjab,143001,"Tel :
															CICFMLG",behalinternational@gmail.com
,"SHOP NO.19, NEW SUBZI MANDI, V.P.O VALLAH   AMRITSAR",Punjab,143001,"Tel :
															JJJJMNKOQP",behalinternational@gmail.com
BEHAL INTERNATIONAL,"SHOP NO.19, NEW SUBZI MANDI, V.P.O VALLAH   AMRITSAR",Punjab,143001,"Tel :
															JJJJMNKOQP",behalinternational@gmail.com
,"501,SIDDHIVINAYAKAPTS.,JANKALYANNAGAR,MARVEROAD,MALADWEST, MUMBAI",Maharashtra,400095,"Tel :
															JJEDIKJJMJ",paramveer.singh@email.com
BEHNIWAL TRADERS,"501,SIDDHIVINAYAKAPTS.,JANKALYANNAGAR,MARVEROAD,MALADWEST, MUMBAI",Maharashtra,400095,"Tel :
															JJEDIKJJMJ",paramveer.singh@email.com
,"40 TANDEL STREET (N) SHIDDI DARGAH, ,  GROUND FLOORROOM 4 DONGRI Contact No: 022 23721363 / 080 40917149 ,  MUMBAI ,  MAHARASHTRA,  400009 MUMBAI",Maharashtra,400009,"Tel :
															JJGGEHGNMP",dr.khosla123@gmail.com
BELANCE HEALTH PRIVATE LIMITED,"40 TANDEL STREET (N) SHIDDI DARGAH, ,  GROUND FLOORROOM 4 DONGRI Contact No: 022 23721363 / 080 40917149 ,  MUMBAI ,  MAHARASHTRA,  400009 MUMBAI",Maharashtra,400009,"Tel :
															JJGGEHGNMP",dr.khosla123@gmail.com
,"SHOPNO574575UPPERGRFLOOR,JAYSHREERAMMARKETRINGROAD SURAT",Gujarat,395002,"Tel :
															IBCDIJHKLJ",belezafab2015@gmail.com
BELEZA FAB,"SHOPNO574575UPPERGRFLOOR,JAYSHREERAMMARKETRINGROAD SURAT",Gujarat,395002,"Tel :
															IBCDIJHKLJ",belezafab2015@gmail.com
,"304,1STFLR,RNALIBERTYAPTSNRJANGIDCIRCLE,MIRAROADEAST THANE",Maharashtra,401107,"Tel :
															GFCHHJG",belfrostinternational@gmail.com
BELFROST  INTERNATIONAL,"304,1STFLR,RNALIBERTYAPTSNRJANGIDCIRCLE,MIRAROADEAST THANE",Maharashtra,401107,"Tel :
															GFCHHJG",belfrostinternational@gmail.com
,"DoorNo.:50-13-25/54,Seethammapeta, Visakhapatnam",Andhra Pradesh,530013,"Tel :
															JKKIENKJJP",mdabdulrahaman@gmail.com
BELLA AGROTECH LLP,"DoorNo.:50-13-25/54,Seethammapeta, Visakhapatnam",Andhra Pradesh,530013,"Tel :
															JKKIENKJJP",mdabdulrahaman@gmail.com
,"180,S.NO.131,ATBARADARI,POSTMEHEKARI,TAL&DIST.AHMEDNAGAR, AHMEDNAGAR",Maharashtra,414001,"Tel :
															IKJIFLOJRR",belligerentimpex@gmail.com
BELLIGERENT IMPEX INTERNATIONAL COMPANY,"180,S.NO.131,ATBARADARI,POSTMEHEKARI,TAL&DIST.AHMEDNAGAR, AHMEDNAGAR",Maharashtra,414001,"Tel :
															IKJIFLOJRR",belligerentimpex@gmail.com
,"Office no, M-8, Ratnakala Arcade, Near IDBI Bank, Adani Port Road, Mundra, Kutch- 370421,GUJARAT mundra KACHCHH",Gujarat,370421,"Tel :
															CKJLLG",benchmarksandl@gmail.com
Benchmark Trade,"Office no, M-8, Ratnakala Arcade, Near IDBI Bank, Adani Port Road, Mundra, Kutch- 370421,GUJARAT mundra KACHCHH",Gujarat,370421,"Tel :
															CKJLLG",benchmarksandl@gmail.com
,"# 7-2-1735 & 1813/5/A/13&14/VS/410,
VAISHNAVI SUNRISE CZECH COLONY,  HYDERABAD",Telangana,500018,"Tel :
															JJGMNFHJLN",LSPRITHVI@YAHOO.CO.UK
BENEGATE GLOBAL PRIVATE LIMITED,"# 7-2-1735 & 1813/5/A/13&14/VS/410,
VAISHNAVI SUNRISE CZECH COLONY,  HYDERABAD",Telangana,500018,"Tel :
															JJGMNFHJLN",LSPRITHVI@YAHOO.CO.UK
,"99/2D,KABISUKANTASARANI,BELAGHATA, KOLKATA",West Bengal,700085,"Tel :
															EHCDJNPM",greenfreshbengal@gmail.com
BENGAL INTERNATIONAL TRADE,"99/2D,KABISUKANTASARANI,BELAGHATA, KOLKATA",West Bengal,700085,"Tel :
															EHCDJNPM",greenfreshbengal@gmail.com
,"AA-55, SECTOR-1, SALT LAKE CITY, KOLKATA",West Bengal,700064,"Tel :
															EBCGGHPH",hortiflora2017@gmail.com
BENGAL SHELTER HORTI-FLORA LIMITED,"AA-55, SECTOR-1, SALT LAKE CITY, KOLKATA",West Bengal,700064,"Tel :
															EBCGGHPH",hortiflora2017@gmail.com
,"99/1A,KAVISUKANTASARANI,BELIAGHATA, KOLKATA",West Bengal,700085,"Tel :
															CEJGEGOJ",bengaltraders2015@gmail.com
BENGAL TRADERS,"99/1A,KAVISUKANTASARANI,BELIAGHATA, KOLKATA",West Bengal,700085,"Tel :
															CEJGEGOJ",bengaltraders2015@gmail.com
,"47B, NALINI SETH ROAD, 3RD FLOOR   KOLKATA",West Bengal,700007,"Tel :
															EBCFLFIH",export@benganigroup.net
BENGANI EXPORTS (INDIA) PRIVATE LIMITED,"47B, NALINI SETH ROAD, 3RD FLOOR   KOLKATA",West Bengal,700007,"Tel :
															EBCFLFIH",export@benganigroup.net
,"47B,NALINISETHROAD,3rd.FLOOR, KOLKATA",West Bengal,700007,"Tel :
															EBCFLFGH",panja@benganigroup.net
BENGANI FOOD PRODUCTS PRIVATE LIMITED,"47B,NALINISETHROAD,3rd.FLOOR, KOLKATA",West Bengal,700007,"Tel :
															EBCFLFGH",panja@benganigroup.net
,"8-12/3,GodavariRiverStreet,MahatmaGandhiNagar, Madurai",Tamil Nadu,625014,"Tel :
															JJLHNGGMJM",manoharcharlesbenson@gmail.com
BENS IMPORT & EXPORTS,"8-12/3,GodavariRiverStreet,MahatmaGandhiNagar, Madurai",Tamil Nadu,625014,"Tel :
															JJLHNGGMJM",manoharcharlesbenson@gmail.com
,"5, SATYA NIWAS,175, PERIN
NARIMAN STREET, FORT, MUMBAI",Maharashtra,400001,"Tel :
															JJIKENPHNM",info@benzexports.com
BENZ  EXPORTS,"5, SATYA NIWAS,175, PERIN
NARIMAN STREET, FORT, MUMBAI",Maharashtra,400001,"Tel :
															JJIKENPHNM",info@benzexports.com
,"Sevoke Road, Flat No. 4G, Golden Apartment,  Shiv Mandir Road, Punjabipara, SILIGURI",West Bengal,734001,"Tel :
															JIIMGIMOKS",berliaoverseasexim@gmail.com
BERLIA OVERSEAS EXIM,"Sevoke Road, Flat No. 4G, Golden Apartment,  Shiv Mandir Road, Punjabipara, SILIGURI",West Bengal,734001,"Tel :
															JIIMGIMOKS",berliaoverseasexim@gmail.com
,"18th Floor, Cyber One Building, Sector 30A  Vashi Navi Mumbai",Maharashtra,400703,"Tel :
															JKLMENPIQL",saravanan@berrydale.in
BERRYDALE FOODS PRIVATE LIMITED,"18th Floor, Cyber One Building, Sector 30A  Vashi Navi Mumbai",Maharashtra,400703,"Tel :
															JKLMENPIQL",saravanan@berrydale.in
,"NEWNO.160,OLDNO.95,SINDURTOWER,C-2,3RDFLOOR,LUZCHURCHROAD,MYLAPORE CHENNAI",Tamil Nadu,600004,"Tel :
															CFLMHJHQ",BESCOVRG@GMAIL.COM
BESCO EXPORTS,"NEWNO.160,OLDNO.95,SINDURTOWER,C-2,3RDFLOOR,LUZCHURCHROAD,MYLAPORE CHENNAI",Tamil Nadu,600004,"Tel :
															CFLMHJHQ",BESCOVRG@GMAIL.COM
,"C-140,2nd Floor,Sarita Vihar ,  ,  New Delhi ,  SOUTH DELHI ,  DELHI,  110076 New Delhi",Delhi,110076,"Tel :
															JKLMNOLNQQ",besidelifestyle@gmail.com
BESIDE LIFESTYLE PRIVATE LIMITED,"C-140,2nd Floor,Sarita Vihar ,  ,  New Delhi ,  SOUTH DELHI ,  DELHI,  110076 New Delhi",Delhi,110076,"Tel :
															JKLMNOLNQQ",besidelifestyle@gmail.com
,"FIRST FLOOR, 5603, CHOWK, LAHORI GATE  DELHI DELHI",Delhi,110006,"Tel :
															JJDDFOOQRJ",Info@thebest-deals.co.in
BEST DEAL,"FIRST FLOOR, 5603, CHOWK, LAHORI GATE  DELHI DELHI",Delhi,110006,"Tel :
															JJDDFOOQRJ",Info@thebest-deals.co.in
,"60-23-10,PRAKASHNAGAR,MALKAPURAMPOST, VISAKHAPATNAM",Andhra Pradesh,530011,"Tel :
															JBCDFHJNIJ",bharat.speedways@gmail.com
BEST EXIM,"60-23-10,PRAKASHNAGAR,MALKAPURAMPOST, VISAKHAPATNAM",Andhra Pradesh,530011,"Tel :
															JBCDFHJNIJ",bharat.speedways@gmail.com
,"H.NO.8-1-299/47/2,ALHAMRACLY,SHAIKPET, HYDERABAD",Telangana,500008,"Tel :
															CEHJGHMN",info@bestexpoindia.com
BEST EXPO,"H.NO.8-1-299/47/2,ALHAMRACLY,SHAIKPET, HYDERABAD",Telangana,500008,"Tel :
															CEHJGHMN",info@bestexpoindia.com
,"BAGYADIVYALAKSHMIAPARTMENTS,18/1,SOWRASTRANAGAR,2NDSTREET,CHOOLAIMEDU, CHENNAI",Tamil Nadu,600094,"Tel :
															CIIHFHPP",prabhu23@hotmail.com
BEST EXPORTERS,"BAGYADIVYALAKSHMIAPARTMENTS,18/1,SOWRASTRANAGAR,2NDSTREET,CHOOLAIMEDU, CHENNAI",Tamil Nadu,600094,"Tel :
															CIIHFHPP",prabhu23@hotmail.com
,"13, RADHA KRISHNA BUILDING, SHINDE MALA  OPP. BIRNALE PUBLIC SCHOOL SANGLI",Maharashtra,416416,"Tel :
															JGCGHLJHNQ",mahgouri@gmail.com
BEST FOOD ENTERPRISES,"13, RADHA KRISHNA BUILDING, SHINDE MALA  OPP. BIRNALE PUBLIC SCHOOL SANGLI",Maharashtra,416416,"Tel :
															JGCGHLJHNQ",mahgouri@gmail.com
,"House No. 7-13/2, Sc Colony, Thatituru Village, Bheemunipatnam   Visakhapatnam",Andhra Pradesh,531162,"Tel :
															HDCKFKPLIQ",pramila0820@gmail.com
BEST GLOBAL IMPEX,"House No. 7-13/2, Sc Colony, Thatituru Village, Bheemunipatnam   Visakhapatnam",Andhra Pradesh,531162,"Tel :
															HDCKFKPLIQ",pramila0820@gmail.com
,"34/135B1, KARUTHAMBI MARAIKAYAR STREET, KAYALPATNAM, THOOTHUKUDI",Tamil Nadu,628204,"Tel :
															IJCKEIPJRR",bestlogistix2021@gmail.com
BEST LOGISTIX,"34/135B1, KARUTHAMBI MARAIKAYAR STREET, KAYALPATNAM, THOOTHUKUDI",Tamil Nadu,628204,"Tel :
															IJCKEIPJRR",bestlogistix2021@gmail.com
,"B-85,OKHLAINDUSTRIALAREA,PHASE-II NEW DELHI",Delhi,110020,"Tel :
															CHFLLJII",sanjeev_dhawan@besttextiles.in
BEST NATURAL RESOURCES LIMITED,"B-85,OKHLAINDUSTRIALAREA,PHASE-II NEW DELHI",Delhi,110020,"Tel :
															CHFLLJII",sanjeev_dhawan@besttextiles.in
,"10/25F  THUNJAN NAGAR, AVANUR P O, THRISSUR",Kerala,680541,"Tel :
															JKGJFFJJLP",sreejask@yahoo.com
BESTIES INTERNATIONAL TRADERS,"10/25F  THUNJAN NAGAR, AVANUR P O, THRISSUR",Kerala,680541,"Tel :
															JKGJFFJJLP",sreejask@yahoo.com
,"P-209, BENARAS ROAD, HOWRAH",West Bengal,711108,"Tel :
															CFCIHJNL",bestoenterprise1@gmail.com
BESTO ENTERPRISE,"P-209, BENARAS ROAD, HOWRAH",West Bengal,711108,"Tel :
															CFCIHJNL",bestoenterprise1@gmail.com
,"1/C-2VRINDAVANSOCIETYRANGEHILLROAD, PUNE",Maharashtra,411020,"Tel :
															CGHJEJOL",foodproducts@betaenterprises.in
"BETA ENTERPRISES, (PROP.HARSHAWARDHAN VIJAY K)","1/C-2VRINDAVANSOCIETYRANGEHILLROAD, PUNE",Maharashtra,411020,"Tel :
															CGHJEJOL",foodproducts@betaenterprises.in
,"100,VISHALNAGAR-1,PASINGAPURAM,PODHUMBU MADURAI",Tamil Nadu,625018,"Tel :
															CKDKEHN",bthirumalaibabu@gmail.com
BETS TRADERS,"100,VISHALNAGAR-1,PASINGAPURAM,PODHUMBU MADURAI",Tamil Nadu,625018,"Tel :
															CKDKEHN",bthirumalaibabu@gmail.com
,"KOSMI INDUSTRIAL AREA, BETUL  BETUL",Madhya Pradesh,460001,"Tel :
															CDKFMOJN",betul@betuloil.com
"BETUL OIL LTD.,","KOSMI INDUSTRIAL AREA, BETUL  BETUL",Madhya Pradesh,460001,"Tel :
															CDKFMOJN",betul@betuloil.com
,"H-1204, Stellar One, Sector - 1 Greater Noida",Uttar Pradesh,201306,"Tel :
															JKHLGJPMOR",rajverma@outlook.in
Beverages Consultancy Services,"H-1204, Stellar One, Sector - 1 Greater Noida",Uttar Pradesh,201306,"Tel :
															JKHLGJPMOR",rajverma@outlook.in
,"NO. 4, GROUND FLOOR, 2ND MAIN,  11TH CROSS, 4TH BLOCK, D GROUP LAYOUT, ANDRAHALLI MAIN ROAD BENGALURU",Karnataka,560091,"Tel :
															JHDEJGHJKO",beyondindiaexport@gmail.com
BEYONDINDIA EXPORTS,"NO. 4, GROUND FLOOR, 2ND MAIN,  11TH CROSS, 4TH BLOCK, D GROUP LAYOUT, ANDRAHALLI MAIN ROAD BENGALURU",Karnataka,560091,"Tel :
															JHDEJGHJKO",beyondindiaexport@gmail.com
,"32,HARISHMUKHERJEEROAD,3rdFLOOR, KOLKATA",West Bengal,700025,"Tel :
															JJFENMGHIS",bfsinfraoverseas.info@gmail.com
BFS INFRA AND OVERSEAS PRIVATE LIMITED,"32,HARISHMUKHERJEEROAD,3rdFLOOR, KOLKATA",West Bengal,700025,"Tel :
															JJFENMGHIS",bfsinfraoverseas.info@gmail.com
,"315,REDCORALTHEBUSSINESSHUB,,HARNI-DENAROAD,HARNI VADODARA",Gujarat,390022,"Tel :
															JKEHGJKOJK",bgimpex21@gmail.com
BG IMPEX,"315,REDCORALTHEBUSSINESSHUB,,HARNI-DENAROAD,HARNI VADODARA",Gujarat,390022,"Tel :
															JKEHGJKOJK",bgimpex21@gmail.com
,"SUITE NO.1, 2ND FLOOR, CORPORATE PARK, PLOT NO. 102, SECTOR - 8 GANDHIDHAM KUTCH",Gujarat,370201,"Tel :
															JJEIJHLMKR",reports.bgr@gmail.com
BGR INTERNATIONAL,"SUITE NO.1, 2ND FLOOR, CORPORATE PARK, PLOT NO. 102, SECTOR - 8 GANDHIDHAM KUTCH",Gujarat,370201,"Tel :
															JJEIJHLMKR",reports.bgr@gmail.com
,"NO.29&30,JOTHINAGAR,THARMARSTREET,ANNANUR, CHENNAI",Tamil Nadu,600062,"Tel :
															GFHILJNL",bhaarathbeverage@gmail.com
BHAARATH BEVERAGE PRIVATE LIMITED,"NO.29&30,JOTHINAGAR,THARMARSTREET,ANNANUR, CHENNAI",Tamil Nadu,600062,"Tel :
															GFHILJNL",bhaarathbeverage@gmail.com
,"9,E.E.ROAD,BALARENGAPURAM, MADURAI",Tamil Nadu,625009,"Tel :
															JILDFHNQJN",internationalbhadra@gmail.com
BHADRA INTERNATIONAL,"9,E.E.ROAD,BALARENGAPURAM, MADURAI",Tamil Nadu,625009,"Tel :
															JILDFHNQJN",internationalbhadra@gmail.com
,"Flat 16, Block 21, Road No.4, Ramaraj Nagar Colony  Suchitra Circle, Hyderabad",Telangana,500015,"Tel :
															JBCDJHOIIO",bhagfoodsindia@gmail.com
BHAG AGRI FOODS PRIVATE LIMITED,"Flat 16, Block 21, Road No.4, Ramaraj Nagar Colony  Suchitra Circle, Hyderabad",Telangana,500015,"Tel :
															JBCDJHOIIO",bhagfoodsindia@gmail.com
,"1002,10thFloor,TopiwalaCentre,OffS.V.Road,Goregaon(West), Mumbai",Maharashtra,400062,"Tel :
															EBGGKLLJ",vikas.gh@bhageriagroup.com
Bhageria Industries Limited,"1002,10thFloor,TopiwalaCentre,OffS.V.Road,Goregaon(West), Mumbai",Maharashtra,400062,"Tel :
															EBGGKLLJ",vikas.gh@bhageriagroup.com
,"D-1370,NEWSUBZIMANDI AZADPUR",Delhi,110033,"Tel :
															CIIKGJJM",bhushanarora1370@gmail.com
BHAGWAN DASS & SONS,"D-1370,NEWSUBZIMANDI AZADPUR",Delhi,110033,"Tel :
															CIIKGJJM",bhushanarora1370@gmail.com
,"26, 27/F, SITARAM BUILDING,,2ND FL   OOR, CRAWFORD MARKET ROAD,          MUMBAI",Maharashtra,400001,"Tel :
															CEGGMOLM",bbc_office@yahoo.com
BHAGWANDAS BHERUMAL & COMPANY,"26, 27/F, SITARAM BUILDING,,2ND FL   OOR, CRAWFORD MARKET ROAD,          MUMBAI",Maharashtra,400001,"Tel :
															CEGGMOLM",bbc_office@yahoo.com
,"MALBA HOSPITAL,TULJAPUR, OSMANABAD",Maharashtra,413601,"Tel :
															CFEDFH",drnrmalba@rediffmail.com
BHAGWATI  AGRO  EXPORT,"MALBA HOSPITAL,TULJAPUR, OSMANABAD",Maharashtra,413601,"Tel :
															CFEDFH",drnrmalba@rediffmail.com
,"1053,SECONDFLOOR,SECTOR-23, SONIPAT",Haryana,131001,"Tel :
															JFDJEGJJNM",sanjay@bhagwati.info
BHAGWATI IT ASSOCIATES,"1053,SECONDFLOOR,SECTOR-23, SONIPAT",Haryana,131001,"Tel :
															JFDJEGJJNM",sanjay@bhagwati.info
,"B-6, JAAI APARTMENT  TIRUPATI PARK, N-4, CIDCO  AURANGABAD",Maharashtra,431001,"Tel :
															CFHFEMK",bhagyalaxmi.consultancy.abd@gmail.com
BHAGYALAXMI CONSULTANCY,"B-6, JAAI APARTMENT  TIRUPATI PARK, N-4, CIDCO  AURANGABAD",Maharashtra,431001,"Tel :
															CFHFEMK",bhagyalaxmi.consultancy.abd@gmail.com
,"SUPERMARKET, JAIGAON",West Bengal,736182,"Tel :
															JBCFHFMKMR",abdulmalek348@gmail.com
BHAI BHAI MEAT SUPPLIERS,"SUPERMARKET, JAIGAON",West Bengal,736182,"Tel :
															JBCFHFMKMR",abdulmalek348@gmail.com
,"A-49MAINLINE,GUNJBAZAR UNJHA",Gujarat,384170,"Tel :
															CGGDII",bt_exporters@yahoo.co.in
BHAILAL TRIKAMLAL & CO,"A-49MAINLINE,GUNJBAZAR UNJHA",Gujarat,384170,"Tel :
															CGGDII",bt_exporters@yahoo.co.in
,"NO: G-2, 2/18, SAIRAM FLATS, N.G.O COLONY 1ST STREET  PAZHAVANTHANGAL CHENNAI",Tamil Nadu,600061,"Tel :
															JHHIINIOIJ",info@bhairavexports.co.in
BHAIRAV EXPORTS,"NO: G-2, 2/18, SAIRAM FLATS, N.G.O COLONY 1ST STREET  PAZHAVANTHANGAL CHENNAI",Tamil Nadu,600061,"Tel :
															JHHIINIOIJ",info@bhairavexports.co.in
,"PLOT NO. 129, HSIIDC, INDUSTRIAL AREA, HISAR ROAD SIRSA",Haryana,125055,"Tel :
															JJDFFGMOJS",bhairavtraders.sirsa@gmail.com
BHAIRAV TRADERS,"PLOT NO. 129, HSIIDC, INDUSTRIAL AREA, HISAR ROAD SIRSA",Haryana,125055,"Tel :
															JJDFFGMOJS",bhairavtraders.sirsa@gmail.com
,"4/44/2, ATHIPARASAKTHI NAGAR, 1ST STREET                          TUTICORIN",Tamil Nadu,628002,"Tel :
															HEFMHGMLRO",bhairava.intl@gmail.com
